title,duration,imdb_rating,directors,writers,cast,genres,release_date,languages,production_companies
Rautu Ka Raaz,PT1H54M,6.3,['Anand Surapur'],"['Shariq Patel', 'Titiksha Singhal', 'Anand Surapur', 'Shariq Patel', 'Titiksha Singhal', 'Anand Surapur']","['Nawazuddin Siddiqui', 'Rajesh Kumar', 'Atul Tiwari', 'Narayani Shastri', 'Vicky Dutt', 'Samridhi Chandola', 'Anoop Trevedi', 'Riya Sisodia', 'Anil Rastogi', 'Kailash Kandwal', 'Sandeep Sharma', 'Gautam Sharma', 'Preeti Sood', 'Pratham Rathod', 'Drishti Gaba', 'Parimal Aloke', 'Kavita Virmani', 'Harshit Verma']","['Whodunnit', 'Crime', 'Drama', 'Mystery']","June 28, 2024 (India)",['Hindi'],['Zee Studios']
Gili Gili Raat,PT1H33M,5.7,['Punit Goyal'],"['Kshitij Roy', 'Vijay Pal Singh', 'Kshitij Roy', 'Vijay Pal Singh']","['Raanveer Chahal', 'Sarosh Khurshid', 'Prachi Lengare', 'Puja Singh', 'Sejuti Tarafder']","['Drama', 'Romance']","June 28, 2024 (India)",['Hindi'],[]
Sharmajee Ki Beti,PT1H56M,6.4,['Tahira Kashyap Khurrana'],"['Tahira Kashyap Khurrana', 'Tahira Kashyap Khurrana']","['Sakshi Tanwar', 'Divya Dutta', 'Saiyami Kher', 'Parvin Dabas', 'Sharib Hashmi', 'Vanshika Taparia', 'Arista Mehta', 'Ravjeet Singh', 'Sushant Ghadge', 'Tripti Sahu', 'Guneet Wahan', 'Nazneen Madan', 'Vinayak Ketkar', 'Manuj Bhaskar', 'Subhashis Chakraborty', 'Tasneem Ali', 'Anjali Joshi', 'Lovekkush Kundu']","['Comedy', 'Drama']","June 28, 2024 (India)",['Hindi'],"['Applause Entertainment Ltd.', 'Ellipsis Entertainment']"
Shukrdosh,NA,NA,['Anoop Thapa'],"['Uddeept Dutt Gaur', 'Uddeept Dutt Gaur']","['Puneet Issar', 'Mugdha Godse', 'Grusha Kapoor', 'Veeraj Rao', 'Tara-Alisha Berry', 'Kanchi Singh', 'Rakesh Bedi', 'Aakkash Dabhade', 'Ishtiyak Khan', 'Aseem Ali Khan', 'Chaudhary Manikk', 'Hariom Tiwari', 'Amol Khairnar', 'Sultan Ansari', 'Pravin Chandra', 'Karan Solanki', 'Akhilesh Jain', 'Shipti Sabharwal']",['Comedy'],"June 30, 2024 (India)",['Hindi'],['2idiot Films']
Second Chance,PT1H44M,8.5,['Subhadra Mahajan'],"['Subhadra Mahajan', 'Subhadra Mahajan']","['Thakri Devi', 'Dheera Johnson', 'Kanav Thakur']",['Drama'],"November 9, 2024 (India)","['Hindi', 'Himachali', 'English']","['Moonweave Films', 'Latent Pictures', 'Metanormal Motion Pictures']"
The Shortest Cut,PT1H31M,NA,['Yarthuv Sandeep August'],"['Yarthuv Sandeep August', 'Yarthuv Sandeep August']","['Maria Agrawal', 'Yarthuv Sandeep August', 'Pravesh Mishra']",['Thriller'],"July 7, 2024 (India)",['Hindi'],['Green Life Frames']
Wild Wild Punjab,PT1H49M,6.2,['Simarpreet Singh'],"['Luv Ranjan', 'Harman Wadala', 'Sandeep Jain', 'Luv Ranjan', 'Harman Wadala', 'Sandeep Jain']","['Varun Sharma', 'Sunny Singh', 'Jassie Gill', 'Manjot Singh', 'Patralekhaa Paul', 'Ishita Raj', 'Rajesh Sharma', 'Gopal Datt', 'Samuel John', 'Anjum Batra', 'Asheema Vardaan', 'Ravi Bhushan', 'Sukhbeer Pal Kaur', 'Rekha', 'Suraj Singh', 'Manish Tyagi', 'Subha Rajput', 'Satta Dhillon']","['Comedy', 'Romance']","July 10, 2024 (India)",['Hindi'],"['Luv Films', 'T-Series']"
Sarfira,PT2H35M,7.0,['Sudha Kongara'],"['Sudha Kongara', 'Pooja Tolani', 'Shalini Ushadevi', 'Sudha Kongara', 'Pooja Tolani', 'Shalini Ushadevi']","['Akshay Kumar', 'Paresh Rawal', 'Radhika Madan', 'Seema Biswas', 'R. Sarathkumar', 'Saurabh Goyal', 'Krishnakumar Balasubramanian', 'Iravati Harshe', 'Anil Charanjeett', 'Prakash Belawadi', 'Dan Dhanoa', 'Jay Upadhyay', 'Rahul Vohra', 'Suriya', 'Raj Jadon', 'Bhavin K Hirani', 'Rishi Gambhir', 'Aman Kanojia']",['Drama'],"July 12, 2024 (India)",['Hindi'],"['2D Entertainment', 'Abundantia Entertainment', 'Cape of Good Films']"
Kakuda,PT1H56M,5.3,['Aditya Sarpotdar'],"['Avinash Dwivedi', 'Chirag Garg', 'Avinash Dwivedi', 'Chirag Garg']","['Riteish Deshmukh', 'Sonakshi Sinha', 'Saqib Saleem', 'Aasif Khan', 'Arun Dubey', 'Magan Luhar', 'Suraj Raj Madhwani', 'Garrvil Mohan', 'Ravi Ranjan', 'Hemant Singh', 'Sachin Viddrrohi']","['Comedy', 'Horror']","July 12, 2024 (India)",['Hindi'],"['Absolute Productions', 'RSVP']"
Ittar,PT2H10M,NA,['Veena Bakshi'],"['Veena Bakshi', 'Veena Bakshi']","['Sanyogita Bhave', 'Devishi Madaan', 'N.K. Pant', 'Mahati Ramesh', 'Jawed Rehman', 'Rituparna Sengupta', 'Eklavya Sood', 'Deepak Tijori']","['Drama', 'Romance']","July 14, 2024 (India)",['Hindi'],['Triforce Cinemas and Entertainment']
Fashion Street,NA,NA,['Chandrakant Singh'],"['Chandrakant Singh', 'Chandrakant Singh']","['Prateek Choksi', 'Srikant Devidi', 'Praveen Dhabas', 'Sushil Dubey', 'Rajneesh Duggal', 'Ginita', 'Garima Jain', 'Anisha Joganah', 'Alan Kapoor', 'Shonali Nagrani', 'Hemant Pandey', 'Sezal Sharma', 'Annsh Shekhawat', 'Prerna Singh', 'Vikas Verma', 'Tanuj Virwani']",['Drama'],"July 17, 2024 (India)",['Hindi'],['C.K Arts']
Krime Komedy Karma,PT1H10M,NA,['Prabhat Sachdeva'],"['Ekal Deep Kaur', 'Farhad Samji', 'Ekal Deep Kaur', 'Farhad Samji']","['Aishwarya Raj Bhakuni', 'Preet Bhatti', 'K.P. Maurya', 'Farhad Samji', 'Nanda Yadav']",['Comedy'],"July 17, 2024 (India)",['Hindi'],['Infilms Productions']
Bad Newz,PT2H22M,4.8,['Anand Tiwari'],"['Tarun Dudeja', 'Ishita Moitra', 'Tarun Dudeja', 'Ishita Moitra']","['Vicky Kaushal', 'Triptii Dimri', 'Ammy Virk', 'Neha Dhupia', 'Sheeba Chaddha', 'Faisal Rashid', 'Deepak Anand', 'Harnek Raj Aulakh', 'Mahabir Bhullar', 'Naveen Kaushik', 'Ananya Panday', 'Khayali Saharan', 'Neha Sharma', 'Shayank Shukla', 'Vijaylaxmi Singh', 'Guneet Singh Sodhi', 'Rachna Vasavada', 'Kamlesh Sharma']","['Romantic Comedy', 'Comedy', 'Romance']","July 19, 2024 (India)",['Hindi'],"['Dharma Productions', 'Leo Media Collective', 'Nagaada Film Studio']"
Accident or Conspiracy: Godhra,PT2H13M,7.5,['M.K. Shivaaksh'],"['M.K. Shivaaksh', 'M.K. Shivaaksh']","['Ranvir Shorey', 'Manoj Joshi', 'Hitu Kanodia', 'Rajeev Soorti', 'Denisha Ghumra', 'Akshita Namdev', 'M.K. Shivaaksh', 'Satyam Singh Ghoshi', 'Garima Agarwal', 'Keyur Bhangade', 'Mitesh Bhavsar', 'Prathibha Borde', 'Monuj Borkotoky', 'Nilesh Chavan', 'Monika Chowdhury', 'Tarun Datta', 'Jugnu Modi Gandhi', 'Dinesh Jain']","['Crime', 'Drama', 'History']","July 19, 2024 (India)",['Hindi'],"['Altair Media', 'Artverse Studio', 'Om Trinetra Films']"
The Heist,PT2H,7.1,['Aditya Awandhe'],"['Nikita Chaturrvedi Tishya', 'Nikita Chaturrvedi Tishya']","['Nad Sham', 'Siddhant Kapoor', 'Suman Rao', 'Jagat Rawat', 'Tasneem Khan', 'Kushal Awatarsing', 'Bhurtun Darich', 'Locsley Dupreez', 'Heerah Fateema Haadiyah', 'Ryan Satyan Jeeawock', 'Amede Jean Nicles', 'Bernard Olivier', 'Pratyaksh Rajbhatt', 'Boojedhur Raakesh Roshan', 'Saurabh Saraswat', 'Michel Jean Tony', 'Fadil Vencapah']","['Action', 'Comedy', 'Crime']","July 19, 2024 (India)","['Hindi', 'English']","['Liv Worldwide', 'PML']"
Paati,PT1H,NA,"['Amrik', 'Parth Manocha']","['Amrik', 'Amrik']","['Rajeev Agarwal', 'Anju Gupta', 'Isha Sharna']",['Drama'],"July 19, 2024 (India)",['Hindi'],[]
Seclusion,PT18M,NA,['Saksham Sharma'],"['Saksham Sharma', 'Saksham Sharma']",['Parth Dwivedi'],['Thriller'],"July 20, 2024 (India)",['Hindi'],[]
Prayog,PT2H,NA,['Govind Mishra'],"['Govind Mishra', 'Narendra Singh', 'Govind Mishra', 'Narendra Singh']","['Vinay Ambast', 'Poonam Patel', 'Krishnanand Tiwari', 'Anand Kumar']","['Drama', 'Family']","July 22, 2024 (India)",['Hindi'],[]
Fridayy the 13th,NA,NA,['Anteriksh Shrivastava'],"['Abhirram Prratham', 'Abhirram Prratham']","['Neeru Agrawal', 'Amol Pandagale', 'Amrapali Bhosale', 'Chetan Chotliya', 'Vinayak Dhole', 'Abhishek Kumbhar', 'Vibhav Phadke', 'Mithila Prashant', 'Asha Rao', 'Prateek Sasane']",['Drama'],"July 25, 2024 (India)",['Hindi'],['Awadh Motion Pictures']
The U P Files,PT2H2M,6.2,['Neeraj Sahai'],"['Stanish Gill', 'Stanish Gill']","['Ali Asgar', 'Vidhyadhar Bane', 'Karan Chhabra', 'Poonam Dwivedi', 'Manjari Fadnnis', 'Anil George', 'Avtar Gill', 'Milind Gunaji', 'Manoj Joshi', 'Shahbaz Khan', 'Vaibhav Mathur', 'Parminder Paddal', 'Akanksha Saini', 'Ashok Samarth', 'Parvez Shaikh', 'Vineet Sharma', 'Jugendra Singh', 'Shraddha Upadhyay']",['Drama'],"July 26, 2024 (India)",['Hindi'],['Shree Ostwal Films']
Dream Lock,PT1H40M,9.1,['Vishal Raaj'],"['Mohammed Irfan', 'Vishal Raaj', 'Mohammed Irfan', 'Vishal Raaj']","['Nikkesha', 'Faisal Sayed', 'Neetu Singh', 'Trisha Singh', 'Dhavall Pujara', 'Poonam Sirnaik', 'Daksha Shirodkar', 'Ramesh Menon', 'Som Nayak', 'Rahul Patil', 'Beverly Gomes']","['Crime', 'Drama', 'Mystery', 'Thriller']","July 26, 2024 (India)",['Hindi'],['Weclan Pictures']
Chalti Rahe Zindagi,PT1H40M,6.6,['Aarti S. Bagdi'],"['Aarti S. Bagdi', 'Arun Bhutra', 'Shakir Khan', 'Aarti S. Bagdi', 'Arun Bhutra', 'Shakir Khan']","['Seema Biswas', 'Manjari Fadnnis', 'Siddhant Kapoor', 'Indraneil Sengupta', 'Barkha Sengupta', 'Rohit Khandelwal', 'Trimala Adhikari', 'Vaibhav Anand', 'Flora Jacob', 'Priyal Pandorwala', 'Anaya Shivan', 'Meira Sengupta', 'Harsh Ghogalia']",['Drama'],"July 26, 2024 (India)",['Hindi'],['Lovely World Entertainment']
Pride,PT2H5M,8.5,['Pankaj Kr Virat'],"['Pankaj Kr Virat', 'Pankaj Kr Virat']","['Anjita Adhikari', 'Christina Bali', 'Aishwarya Raj Bhakuni', 'Vishal Bhardwaj', 'Mimoh Chakraborty', 'Chandrakant', 'Rekha Chaudhary', 'Dalip Gulati', 'Sarvesh Gupta', 'Raj Nandani Kashyap', 'Allauddin Khan', 'Irfan Khan', 'Shubhangi Latkar', 'Soumya Pandey', 'Abram Putten', 'Raju Shrestha', 'Sushil Singh', 'Ishan Yadav']","['Drama', 'Mystery', 'Thriller']","July 26, 2024 (India)",['Hindi'],['Omaks Productions']
Main Mulayam Singh Yadav,PT2H,3.8,['Suvendu Raj Ghosh'],"['Rashid Iqbal', 'Rashid Iqbal']","['Amyth Sethi', 'Govind Namdeo', 'Mukesh Tiwari', 'Prakash Belawadi', 'Supriya Karnik', 'Ranojoy Bishnu', 'Kiran Jhangiani', 'Sayaji Shinde', 'Rajkumar Kanojia', 'Suhani Biswas', 'Gargi Patel', 'Sana Amin Sheikh', 'Mimoh Chakraborty', 'Prerna Sethi Mandal', 'Gopal Singh', 'Zarina Wahab', 'Anupam Shyam', 'Ram Sujan Singh']",['Biography'],"July 26, 2024 (India)",['Hindi'],"['Blotting Paper', 'Don Cinema', 'MS Films & Productions']"
Uparwala & Sons,PT2H6M,9.2,['Kunjan Verma'],"['Kunjan Verma', 'Kunjan Verma']","['Anvayaksh', 'Prerna Rawat', 'Akshay Panwar Nambardar', 'Hitarth Oberoi', 'Hanun Bawra', 'Lakshay Chawla', 'Sarita Chaturvedi', 'Ashish Gautam', 'Dhruv Lau', 'Aarambhikka Oberoi', 'Ravi Shankar', 'Ravi Shankar', 'Malti Verma', 'Manish Verma', 'Rudhansh Verma', 'Vidhyanshi Verma']","['Comedy', 'Drama', 'Family']","July 26, 2024 (India)",['Hindi'],"['A Bagful of Stories', 'Ashmeen Films', 'Matrices Communication Solutions']"
De Ijaazat Rahun Tujhme,PT2H,NA,['Awani Agrawal'],"['Awani Agarwal', 'Vishal Singh', 'Awani Agarwal', 'Vishal Singh']","['Rajpal Naurang Yadav', 'Rajeev Vashishth', 'Aishwarya Arora', 'Sourav Chakraborty', 'Gurleen Chopra', 'Narendra Jha', 'Manoj Joshi', 'Devesh Kumar', 'Mohit Madaan', 'Prashant Singh Raghuvanshi', 'Gauri Shankar', 'Karan Singh Thakur', 'Rishikesh Tiwari']",['Thriller'],"July 26, 2024 (India)",['Hindi'],"['Amrut Creation', 'Holy River Creation']"
Dead Dead Full Dead,PT1H50M,6.6,['Pratul Gaikwad'],"['Abdul Aziz', 'Pratul Gaikwad', 'Abdul Aziz', 'Pratul Gaikwad']","['Swastika Mukherjee', 'Ashwin Mushran', 'Sachin Viddrrohi', 'Monica Chaudhary', 'Abhijeet Chavan', 'Yug Italiya', 'Flora Jacob']",['Mystery'],"July 28, 2024 (Canada)","['Hindi', 'English']",[]
Ulajh,PT2H30M,6.0,['Sudhanshu Saria'],"['Parveez Shaikh', 'Sudhanshu Saria', 'Atika Chohan', 'Parveez Shaikh', 'Sudhanshu Saria', 'Atika Chohan']","['Janhvi Kapoor', 'Gulshan Devaiah', 'Roshan Mathew', 'Meiyang Chang', 'Adil Hussain', 'Rajesh Tailang', 'Jitendra Joshi', 'Jaimini Pathak', 'Rajendra Gupta', 'Alyy Khan', 'Rushad Rana', 'Sakshi Tanwar', 'Natasha Rastogi', 'Vivek Madaan', 'Rajiv Hubert', 'Himanshu Malik', 'Bhavna Singh', 'Swastika Chakraborty']","['Crime', 'Drama', 'Thriller']","August 2, 2024 (India)",['Hindi'],"['Junglee Pictures', 'Zeal Z Entertainment services']"
Auron Mein Kahan DumTha,PT2H30M,6.6,['Neeraj Pandey'],"['Neeraj Pandey', 'Neeraj Pandey']","['Ajay Devgn', 'Tabu', 'Jimmy Shergill', 'Saiee Manjrekar', 'Shantanu Maheshwari', 'Sayaji Shinde', 'Jay Upadhyay', 'Hardik Soni', 'Shahrukh Sadri', 'Jiten Lalwani', 'Meherzan Mazda', 'Kushal Shah', 'Prathibha Borde', 'Velji Nakar', 'Vaibhav Sharma', 'Ahmed Khan', 'Gaurav Rai', 'Sagar Tugnait']","['Action', 'Crime', 'Drama', 'Romance']","August 2, 2024 (India)",['Hindi'],"['NH Studioz', 'Friday Filmworks']"
Bardovi,PT2H30M,7.8,['Karan Chavan'],"['Karan Chavan', 'Karan Chavan']","['Shriya Athnikar', 'Rajendra Bhambhulkar', 'Chittaranjan Giri', 'Chhaya Kadam', 'Virat Madke', 'Lohar Ashish Prakash', 'Neel Sheth', 'Rukayya Shiledar', 'Prabhakar Vartak', 'Gayatri Yamkar']",['Drama'],"August 2, 2024 (India)",['Hindi'],['Satori Entertainment Corp.']
A Long Walk to Happiness,PT1H13M,9.2,['Tarun Sardana'],"['Tarun Sardana', 'Tarun Sardana']","['Anurag Anand', 'Jawahar Kaul', 'Shailja Pal', 'Vidisha Raghuvanshi', 'Tarun Sardana', 'Rashmeet Kaur Sethi', 'Gurmeet Singh']",['Drama'],"August 7, 2024 (India)",['Hindi'],[]
Phir Aayi Hasseen Dillruba,PT2H12M,5.8,['Jayprad Desai'],"['Kanika Dhillon', 'Anaya Mazumdar', 'Anuj Kumar Pandey', 'Kanika Dhillon', 'Anaya Mazumdar', 'Anuj Kumar Pandey']","['Taapsee Pannu', 'Vikrant Massey', 'Sunny Kaushal', 'Aditya Srivastav', 'Bhumika Dube', 'Gautam S. Gadaballi', 'Vivek Jha', 'Trupti Khamkar', 'Ambrish Saxena', 'Jimmy Shergill', 'Manwendra Tripathy']","['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","August 9, 2024 (India)",['Hindi'],"['Colour Yellow Productions', 'T Series', 'T-Series Films']"
Rajwant,NA,NA,['Rajwinder'],"['Rajwinder', 'UD Ravinder', 'Rajwinder', 'UD Ravinder']","['Anju Kapur', 'Loveneet Kaur', 'Neeraj Kaushik', 'Manna Mand', 'Sukhpal Singh']",['Mystery'],"August 8, 2024 (United Kingdom)",['Hindi'],['Filmland Productions']
Ghudchadi,PT1H53M,4.3,['Binoy Gandhi'],"['Deepak Kapur Bhardwaj', 'Binoy Gandhi', 'Deepak Kapur Bhardwaj', 'Binoy Gandhi']","['Sanjay Dutt', 'Raveena Tandon', 'Parth Samthaan', 'Khushali Kumar', 'Aakkash Dabhade', 'Riney Aryaa', 'Yogesh Garg', 'Naresh Gosain', 'Aruna Irani', 'Achint Kaur', 'Alika Nair', 'Navni Parihar', 'Santosh Rai', 'Surendra Rajan', 'Anju Rajiv', 'Prem Saxena', 'Neeraj Sood']",['Family'],"August 9, 2024 (India)",['Hindi'],['T-Series Films']
Kunwarapur,PT2H15M,9.3,['Rajendra Rathor'],"['Manoj Pandey', 'Avinash Tiwari', 'Manoj Pandey', 'Avinash Tiwari']","['Avinash Tiwari', 'Annapoorana Dwivedi', 'Vikram Kochhar', 'Govardhan Asrani', 'Urmila Sharma', 'Manoj Tiger', 'Garima Agarwal', 'Anupriya Laxmi Katoch', 'Arpit Mishra', 'Krishna Mishra Nandi']",['Comedy'],"August 9, 2024 (India)","['Hindi', 'Awadhi']",['Avinash Films']
Hocus Focus,PT1H25M,7.9,['Paierry Dodeja'],"['Paierry Dodeja', 'Paierry Dodeja']","['Suchhi Kumar', 'Satinder Singh Gahlot', 'Sona Bhandari', 'Gurvesh Pandit', 'Jittu Naruka', 'Sandeep Yadav', 'Pranav Dodeja', 'Dileep Daz', 'Harsh Malhotra', 'Rahul Awasthi']","['Action', 'Crime', 'Thriller']","August 9, 2024 (India)",['Hindi'],"['Altair Media', 'Soc Films', 'Soc Films']"
Aliya Basu Gayab Hai,PT1H43M,5.7,['Preeti Singh'],"['J Blakeson', 'Gibran Noorani', 'J Blakeson', 'Gibran Noorani']","['Salim Diwan', 'Vinay Pathak', 'Raima Sen']",['Drama'],"August 9, 2024 (India)",['Hindi'],['Rehab Pictures Private Limited']
The Dark Face,NA,NA,['Senthilkumar Alamuthu'],"['Senthilkumar Alamuthu', 'Senthilkumar Alamuthu']","['Shibam Samanta', 'Vivek Gupta', 'Sanjay Kumar Mishra']",['Action'],"August 9, 2024 (India)",['Hindi'],['Sk Studio Productions']
Successful Failure,NA,NA,"['Bappaditya Nandi', 'Gourab Biswas']","['Gourab Biswas', 'Rima Jal', 'Gourab Biswas', 'Rima Jal']","['Trishakar Madhu', 'Raju Majumder', 'Papiya Adhikary', 'Manojit Boral', 'Debashish Ganguly', 'Gautam Das', 'Anupriya Chatterjee', 'Rinky Mondal', 'Rini Ghosh', 'Swarnajit Nandi', 'Diptalok Chatterjee', 'Joy Chatterjee', 'Kuntal Guha']",['Drama'],"August 9, 2024 (India)",['Hindi'],['RJ Production']
The Missing 54,NA,NA,[],"['Shailendra Pandey', 'Shailendra Pandey']",[],['Documentary'],"August 14, 2024 (India)",['Hindi'],[]
Stree 2,PT2H27M,7.0,['Amar Kaushik'],"['Niren Bhatt', 'Krishna D.K.', 'Raj Nidimoru', 'Niren Bhatt', 'Krishna D.K.', 'Raj Nidimoru']","['Rajkummar Rao', 'Shraddha Kapoor', 'Pankaj Tripathi', 'Abhishek Banerjee', 'Aparshakti Khurana', 'Atul Srivastava', 'Tamannaah Bhatia', 'Varun Dhawan', 'Akshay Kumar', 'Anya Singh', 'Sunita Rajwar', 'Bhumi Rajgor', 'Sunil Kumar', 'Shruti Pandey', 'Basit Ali Basu', 'Drishant', 'Mustaqeem Shah Khan', 'Mushtaq Khan']","['Comedy', 'Horror']","August 15, 2024 (India)",['Hindi'],"['Maddock Films', 'Jio Studios']"
Khel Khel Mein,PT2H15M,6.5,['Mudassar Aziz'],"['Mudassar Aziz', 'Mudassar Aziz']","['Akshay Kumar', 'Ammy Virk', 'Taapsee Pannu', 'Vaani Kapoor', 'Fardeen Khan', 'Pragya Jaiswal', 'Maahi Jain', 'Aditya Seal', 'Patil Jitendra Abhijeet', 'Ishitta Arun', 'Talat Aziz', 'Swarna Bharat', 'Ashutosh Choubey', ""Andre D'Cruz"", 'Grswkk', 'Alka Badola Kaushal', 'Kiran Kumar', 'Jamie Langlands']","['Comedy', 'Drama']","August 15, 2024 (India)",['Hindi'],"['KKM Film production', 'T-Series Films', 'Wakaoo Films']"
Vedaa,PT2H25M,6.0,['Nikkhil Advani'],"['Aseem Arrora', 'Aseem Arrora']","['John Abraham', 'Sharvari', 'Abhishek Banerjee', 'Tamannaah Bhatia', 'Ashish Vidyarthi', 'Kumud Mishra', 'Rajendra Chawla', 'Tanvi Malhara', 'Anurag Thakur', 'Urvashi Dubey', 'Vidyarthi Piloo', 'Parag Sharma', 'Danish Husain', 'Kapil Nirmal', 'Ajeet Singh', 'K.C. Shankar', 'Kshitij Chauhan', 'Akshay Sharma']","['Action', 'Drama', 'Thriller']","August 15, 2024 (India)",['Hindi'],"['Emmay Entertainment', 'JA Entertainment', 'Zee Studios']"
Aatmanirbhar Bharat,NA,NA,['Sistla Vmk'],"['Sistla Vmk', 'Sistla Vmk']",['Akhil Bhaneswar'],['Thriller'],"August 15, 2024 (India)",['Hindi'],[]
Helen,PT2H3M,NA,['Saurabh Choudhary'],[],"['Sunny Leone', 'Sagar Mahant']",['Thriller'],"August 16, 2024 (India)",['Hindi'],['MKG Films']
Zorawar Di Jacqueline,PT2H27M,5.4,['Dapinder Sandhu'],"['Dapinder Sandhu', 'Dapinder Sandhu']","['Manish Goplani', 'Malvi Malhotra', 'Amritpal Singh Billa', 'Anita Meet', 'Satwant Kaur', 'Romaish Romi Pandita', 'Akhil Arora', 'Riya Shukla', 'Simran Nathmalpuria', 'Amreen Kaur Shahpuri', 'Amanish Singh Shinh', 'Pawan Dhiman', 'Ramandeep Gurdaspuria', 'Saurav Bakshi']","['Drama', 'Romance']","August 20, 2024 (India)",['Hindi'],"['Deep Bhullar Films', 'Fitrat Film Studios', 'Nagaada Film Studio']"
Chanchal Haseena,PT1H38M,6.9,['Shoib Nikash Shah'],"['Yash Goradia', 'Kalpana C. Khurana', 'Yash Goradia', 'Kalpana C. Khurana']","['Shiny Dixit', 'Jinal Joshi', 'Shanaya Khanna', 'Arfan Nazir', 'Mahikshit Singh']",['Romance'],"August 22, 2024 (India)",['Hindi'],['Rahat Kazmi Film Studios']
Tikdam,PT1H57M,7.8,['Vivek Anchalia'],"['Pankaj Nihalani', 'Vivek Anchalia', 'Animesh Verma', 'Pankaj Nihalani', 'Vivek Anchalia', 'Animesh Verma']","['Amit Sial', 'Sonam Arora', 'DN Bhatt', 'Nayan Bhatt', 'Jitendra Bisht', 'Ankush Deshmukh', 'Divyansh Dwivedi', 'Kalyani Gangola', 'Daood Hussain', 'Arisht Jain', 'Ajit Kelkar', 'Yushira Khan', 'Aditi Khurana', 'Pawan Kumar', 'Madan Mehra', 'Aakash Negi', 'Jeniffer Piccinato', 'Aarohi Saud']",['Drama'],"August 23, 2024 (India)",['Hindi'],"['Skylark Productions', 'Jio Studios']"
Problem Toh Hai,PT2H9M,9.7,['Vishan Yadav'],"['Ahmad Siddiqui', 'Ahmad Siddiqui']",['Deepak Kumar Striker'],['Comedy'],"August 23, 2024 (India)",['Hindi'],['Sufraso Entertainment']
A Wedding Story,PT1H50M,5.2,['Abhinav Pareek'],"['Shubho Shekhar Bhattacharjee', 'Shubho Shekhar Bhattacharjee']","['Vaibhav Tatwawadi', 'Mukti Mohan', 'Akshay Anand', 'Lakshvir Saran', 'Monica Chaudhary', 'Urvi Upadhyay', 'Vidyarthi Piloo', 'Plom Khurana', 'Krishnakant Singh Bundela', 'Prateek Pachauri', 'Sanjay Kota', 'Saad Baba', 'Rupesh Chauhan']",['Horror'],"August 30, 2024 (India)",['Hindi'],['Boundless Blackbuck Films']
Pad Gaye Pange,PT1H58M,8.8,['Santosh Kumar'],"['Manish Kumar', 'Manish Kumar']","['Samarpan Singh', 'Rajesh Sharma', 'Rajpal Naurang Yadav', 'Rrajesh Yadav', 'Faisal Malik', 'Varsha Rekhate', 'Sukhdev Barnala', 'Chandan Singh Gill']",['Comedy'],"August 30, 2024 (India)",['Hindi'],"['Prachi Films', 'Utter Action']"
The Diary of West Bengal,PT2H2M,6.4,['Sanoj Mishra'],"['Sanoj Mishra', 'Sanoj Mishra']","['Yajur Marwah', 'Ramendra Chakarwarti', 'Arshin Mehta', 'Gauri Shankar', 'Avadh Ashwini', 'Ashish Kumar', 'Ronav Verma', 'Mukesh Agrohari', 'Anil Anjunil', 'Reena Bhattacharya', 'Anuj Dixit', 'Dev Fauzdar', 'Deepak Kamboj', 'Garima Kapoor', 'Neet Mahal', 'Abhishek Mishra', 'Hariom Mishra', 'Ashish Rajput']",['Drama'],"August 30, 2024 (India)",['Hindi'],['Waseem Rizvi Films']
Interrogation,PT2H2M,NA,"['Ajoy Varma Raja', 'Preksha S. Agarwal']","['Sanil Kokate', 'Ajoy Varma Raja', 'Harsh Shah', 'Sanil Kokate', 'Ajoy Varma Raja', 'Harsh Shah']","['Kunwar Pragy Arya', 'Darshan Jariwala', 'Girish Kulkarni', 'Rajpal Naurang Yadav', 'Yashpal Sharma', 'Ritooja Shinde', 'Abhimanyu Singh', 'Manu Singh']",['Thriller'],"August 30, 2024 (India)",['Hindi'],[]
Middle Finger,PT50M,NA,['Gaurav Prabhakar Mali'],"['Gaurav Prabhakar Mali', 'Gaurav Prabhakar Mali']","['Amit Gaurav', 'Kavya Harkawat', 'Anup Kumar Jhambani', 'Naveen Jinger', 'Palak Kayath', 'Ramesh Nagda', 'Ashutosh Pandey', 'Hrishi Purohit', 'Harlin Sharma', 'Rohit Singh']",['Crime'],"August 30, 2024 (India)","['Hindi', 'Marathi']","['Sakar Films & Events', 'The Raw Films']"
The Psychiatrist: Session Begins,NA,NA,['Sameer Pandey'],"['Prashant Singh Shaurya', 'Prashant Singh Shaurya']","['Sajjad Delafrooz', 'Brijendra Kala', 'Sonia Kashyap', 'Alok Pandey', 'Khushbu Rajendra', 'Saransh Singh Rajput', 'Prashant Singh Shaurya', 'Bushan Shimpi']","['Mystery', 'Thriller']",August 2024 (India),['Hindi'],['Moonchild Films']
